"","County","Lake","Date","Month","Day","Year","Station","TP","TN","CHL","SECCHI_ft","SECCHI_2","Color","Cond_uS","Cond_mS","Lake_County"
"515","Alachua","Alto","09/07/1998",9,7,1998,2,19,620,7,5,NA,NA,NA,NA,"Alto Alachua"
"516","Alachua","Alto","09/07/1998",9,7,1998,3,21,660,11,5,NA,NA,NA,NA,"Alto Alachua"
"517","Alachua","Alto","10/04/1998",10,4,1998,1,15,560,7,5.3,NA,NA,NA,NA,"Alto Alachua"
"518","Alachua","Alto","10/04/1998",10,4,1998,2,14,540,7,5.3,NA,NA,NA,NA,"Alto Alachua"
"519","Alachua","Alto","10/04/1998",10,4,1998,3,17,490,11,5.3,NA,NA,NA,NA,"Alto Alachua"
"520","Alachua","Alto","11/08/1998",11,8,1998,1,13,530,5,6.3,NA,NA,NA,NA,"Alto Alachua"
"521","Alachua","Alto","11/08/1998",11,8,1998,2,12,520,6,6,NA,NA,NA,NA,"Alto Alachua"
"522","Alachua","Alto","11/08/1998",11,8,1998,3,12,550,6,6.3,NA,NA,NA,NA,"Alto Alachua"
"523","Alachua","Alto","12/06/1998",12,6,1998,1,13,460,6,7.3,NA,NA,NA,NA,"Alto Alachua"
"524","Alachua","Alto","12/06/1998",12,6,1998,2,14,500,6,6.8,NA,NA,NA,NA,"Alto Alachua"
"525","Alachua","Alto","12/06/1998",12,6,1998,3,16,550,7,6.5,NA,NA,NA,NA,"Alto Alachua"
"526","Alachua","Alto","01/08/1999",1,8,1999,1,16,510,6,5.5,NA,NA,NA,NA,"Alto Alachua"
"527","Alachua","Alto","01/08/1999",1,8,1999,2,18,490,6,5.5,NA,NA,NA,NA,"Alto Alachua"
"528","Alachua","Alto","01/08/1999",1,8,1999,3,16,410,5,5.5,NA,NA,NA,NA,"Alto Alachua"
"529","Alachua","Alto","02/07/1999",2,7,1999,1,17,430,10,6,NA,NA,NA,NA,"Alto Alachua"
"530","Alachua","Alto","02/07/1999",2,7,1999,2,20,520,13,5.5,NA,NA,NA,NA,"Alto Alachua"
"531","Alachua","Alto","02/07/1999",2,7,1999,3,19,520,10,5.5,NA,NA,NA,NA,"Alto Alachua"
"532","Alachua","Alto","03/17/1999",3,17,1999,1,24,860,52,2,NA,NA,NA,NA,"Alto Alachua"
"533","Alachua","Alto","03/17/1999",3,17,1999,2,29,940,66,2,NA,NA,NA,NA,"Alto Alachua"
"534","Alachua","Alto","03/17/1999",3,17,1999,3,26,850,54,2,NA,NA,NA,NA,"Alto Alachua"
"535","Alachua","Alto","04/14/1999",4,14,1999,1,23,660,10,5.8,NA,NA,NA,NA,"Alto Alachua"
"536","Alachua","Alto","04/14/1999",4,14,1999,2,22,650,9,6,NA,NA,NA,NA,"Alto Alachua"
"537","Alachua","Alto","04/14/1999",4,14,1999,3,21,610,9,5.5,NA,NA,NA,NA,"Alto Alachua"
"538","Alachua","Alto","05/09/1999",5,9,1999,1,22,630,9,5.5,NA,NA,NA,NA,"Alto Alachua"
"539","Alachua","Alto","05/09/1999",5,9,1999,2,19,680,6,5.8,NA,NA,NA,NA,"Alto Alachua"
"540","Alachua","Alto","05/09/1999",5,9,1999,3,16,630,5,5.8,NA,NA,NA,NA,"Alto Alachua"
"541","Alachua","Alto","06/06/1999",6,6,1999,1,22,440,13,5.5,NA,NA,NA,NA,"Alto Alachua"
"542","Alachua","Alto","06/06/1999",6,6,1999,2,23,580,16,5.5,NA,NA,NA,NA,"Alto Alachua"
"543","Alachua","Alto","06/06/1999",6,6,1999,3,24,620,15,4.8,NA,NA,NA,NA,"Alto Alachua"
"544","Alachua","Alto","07/04/1999",7,4,1999,1,22,600,14,4.8,NA,NA,NA,NA,"Alto Alachua"
"545","Alachua","Alto","07/04/1999",7,4,1999,2,20,560,14,5,NA,NA,NA,NA,"Alto Alachua"
"546","Alachua","Alto","07/04/1999",7,4,1999,3,23,620,15,4.5,NA,NA,NA,NA,"Alto Alachua"
"547","Alachua","Alto","08/08/1999",8,8,1999,1,20,560,18,6.3,NA,NA,NA,NA,"Alto Alachua"
"548","Alachua","Alto","08/08/1999",8,8,1999,2,19,550,15,6,NA,NA,NA,NA,"Alto Alachua"
"549","Alachua","Alto","08/08/1999",8,8,1999,3,20,560,15,6,NA,NA,NA,NA,"Alto Alachua"
"550","Alachua","Alto","09/05/1999",9,5,1999,1,10,620,19,5,NA,NA,NA,NA,"Alto Alachua"
"551","Alachua","Alto","09/05/1999",9,5,1999,2,18,640,19,5,NA,NA,NA,NA,"Alto Alachua"
"552","Alachua","Alto","09/05/1999",9,5,1999,3,16,610,14,5,NA,NA,NA,NA,"Alto Alachua"
"553","Alachua","Alto","10/10/1999",10,10,1999,1,10,530,9,7.3,NA,NA,NA,NA,"Alto Alachua"
"554","Alachua","Alto","10/10/1999",10,10,1999,2,12,670,9,7.8,NA,NA,NA,NA,"Alto Alachua"
"555","Alachua","Alto","10/10/1999",10,10,1999,3,9,470,9,8.5,NA,NA,NA,NA,"Alto Alachua"
"556","Alachua","Alto","11/08/1999",11,8,1999,1,11,430,6,9,NA,NA,NA,NA,"Alto Alachua"
"557","Alachua","Alto","11/08/1999",11,8,1999,2,10,410,5,9.5,NA,NA,NA,NA,"Alto Alachua"
"558","Alachua","Alto","11/08/1999",11,8,1999,3,10,460,5,9.3,NA,NA,NA,NA,"Alto Alachua"
"559","Alachua","Alto","12/05/1999",12,5,1999,1,9,610,8,8,NA,NA,NA,NA,"Alto Alachua"
"560","Alachua","Alto","12/05/1999",12,5,1999,2,12,650,15,7.8,NA,NA,NA,NA,"Alto Alachua"
"561","Alachua","Alto","12/05/1999",12,5,1999,3,17,580,9,7.5,NA,NA,NA,NA,"Alto Alachua"
"562","Alachua","Alto","01/13/2000",1,13,2000,1,21,610,16,5.8,NA,NA,NA,NA,"Alto Alachua"
"563","Alachua","Alto","01/13/2000",1,13,2000,2,20,580,15,5.8,NA,NA,NA,NA,"Alto Alachua"
"564","Alachua","Alto","01/13/2000",1,13,2000,3,22,570,14,5.8,NA,NA,NA,NA,"Alto Alachua"
"565","Alachua","Alto","02/06/2000",2,6,2000,1,24,660,16,4,NA,NA,NA,NA,"Alto Alachua"
"566","Alachua","Alto","02/06/2000",2,6,2000,2,17,620,11,4,NA,NA,NA,NA,"Alto Alachua"
"567","Alachua","Alto","02/06/2000",2,6,2000,3,14,480,6,4,NA,NA,NA,NA,"Alto Alachua"
"568","Alachua","Alto","03/06/2000",3,6,2000,1,18,490,13,4,NA,NA,NA,NA,"Alto Alachua"
"569","Alachua","Alto","03/06/2000",3,6,2000,2,22,550,12,4,NA,NA,NA,NA,"Alto Alachua"
"570","Alachua","Alto","03/06/2000",3,6,2000,3,19,620,11,4.3,NA,NA,NA,NA,"Alto Alachua"
"571","Alachua","Alto","04/11/2000",4,11,2000,1,22,650,13,3.5,NA,NA,NA,NA,"Alto Alachua"
"572","Alachua","Alto","04/11/2000",4,11,2000,2,22,630,13,3.5,NA,NA,NA,NA,"Alto Alachua"
"573","Alachua","Alto","04/11/2000",4,11,2000,3,24,690,17,3,NA,NA,NA,NA,"Alto Alachua"
"574","Alachua","Alto","05/07/2000",5,7,2000,1,25,680,13,3.8,NA,NA,NA,NA,"Alto Alachua"
"575","Alachua","Alto","05/07/2000",5,7,2000,2,24,680,12,4,NA,NA,NA,NA,"Alto Alachua"
"576","Alachua","Alto","05/07/2000",5,7,2000,3,21,610,8,4.5,NA,NA,NA,NA,"Alto Alachua"
"577","Alachua","Alto","06/04/2000",6,4,2000,1,24,650,13,4.3,NA,NA,NA,NA,"Alto Alachua"
"578","Alachua","Alto","06/04/2000",6,4,2000,2,25,720,13,4,NA,NA,NA,NA,"Alto Alachua"
"579","Alachua","Alto","06/04/2000",6,4,2000,3,25,680,12,4,NA,NA,NA,NA,"Alto Alachua"
"580","Alachua","Alto","07/09/2000",7,9,2000,1,22,630,16,4,NA,NA,NA,NA,"Alto Alachua"
"581","Alachua","Alto","07/09/2000",7,9,2000,2,23,660,17,3.8,NA,NA,NA,NA,"Alto Alachua"
"582","Alachua","Alto","07/09/2000",7,9,2000,3,31,810,29,3.8,NA,NA,NA,NA,"Alto Alachua"
"583","Alachua","Alto","08/13/2000",8,13,2000,1,23,680,17,3.8,NA,NA,NA,NA,"Alto Alachua"
"584","Alachua","Alto","08/13/2000",8,13,2000,2,24,580,19,3.8,NA,NA,NA,NA,"Alto Alachua"
"585","Alachua","Alto","08/13/2000",8,13,2000,3,30,760,23,3,NA,NA,NA,NA,"Alto Alachua"
"586","Alachua","Alto","09/03/2000",9,3,2000,1,20,630,15,4.3,NA,NA,NA,NA,"Alto Alachua"
"587","Alachua","Alto","09/03/2000",9,3,2000,2,21,640,17,4.3,NA,NA,NA,NA,"Alto Alachua"
"588","Alachua","Alto","09/03/2000",9,3,2000,3,25,680,23,4,NA,NA,NA,NA,"Alto Alachua"
"589","Alachua","Alto","10/06/2000",10,6,2000,1,19,540,12,6,NA,NA,NA,NA,"Alto Alachua"
"590","Alachua","Alto","10/06/2000",10,6,2000,2,15,460,10,6,NA,NA,NA,NA,"Alto Alachua"
"591","Alachua","Alto","10/06/2000",10,6,2000,3,16,440,9,5.5,NA,NA,NA,NA,"Alto Alachua"
"592","Alachua","Alto","11/08/2000",11,8,2000,1,13,470,9,6,NA,NA,NA,NA,"Alto Alachua"
"593","Alachua","Alto","11/08/2000",11,8,2000,2,14,420,8,5.8,NA,NA,NA,NA,"Alto Alachua"
"594","Alachua","Alto","11/08/2000",11,8,2000,3,18,520,10,5.3,NA,NA,NA,NA,"Alto Alachua"
"595","Alachua","Alto","12/02/2000",12,2,2000,1,18,610,9,4.8,NA,NA,NA,NA,"Alto Alachua"
"596","Alachua","Alto","12/02/2000",12,2,2000,2,18,620,10,4.5,NA,NA,NA,NA,"Alto Alachua"
"597","Alachua","Alto","12/02/2000",12,2,2000,3,17,560,10,4.3,NA,NA,NA,NA,"Alto Alachua"
"598","Alachua","Alto","01/07/2001",1,7,2001,1,19,660,9,3.5,NA,NA,NA,NA,"Alto Alachua"
"599","Alachua","Alto","01/07/2001",1,7,2001,2,18,680,9,3.3,NA,NA,NA,NA,"Alto Alachua"
"600","Alachua","Alto","01/07/2001",1,7,2001,3,18,690,9,3,NA,NA,NA,NA,"Alto Alachua"
"601","Alachua","Alto","02/05/2001",2,5,2001,1,22,590,12,2.3,NA,NA,NA,NA,"Alto Alachua"
"602","Alachua","Alto","02/05/2001",2,5,2001,2,23,750,12,2.3,NA,NA,NA,NA,"Alto Alachua"
"603","Alachua","Alto","02/05/2001",2,5,2001,3,23,620,12,2,NA,NA,NA,NA,"Alto Alachua"
"604","Alachua","Alto","03/11/2001",3,11,2001,1,32,820,9,1.5,NA,NA,NA,NA,"Alto Alachua"
"605","Alachua","Alto","03/11/2001",3,11,2001,2,29,850,9,1.5,NA,NA,NA,NA,"Alto Alachua"
"606","Alachua","Alto","03/11/2001",3,11,2001,3,29,850,8,1.5,NA,NA,NA,NA,"Alto Alachua"
"607","Alachua","Alto","04/08/2001",4,8,2001,1,23,620,10,4,NA,35,NA,NA,"Alto Alachua"
"608","Alachua","Alto","04/08/2001",4,8,2001,2,22,660,9,4.3,NA,NA,NA,NA,"Alto Alachua"
"609","Alachua","Alto","04/08/2001",4,8,2001,3,24,490,7,4.3,NA,NA,NA,NA,"Alto Alachua"
"610","Alachua","Alto","05/13/2001",5,13,2001,1,23,690,12,4,NA,NA,NA,NA,"Alto Alachua"
"611","Alachua","Alto","05/13/2001",5,13,2001,2,26,800,10,3.8,NA,NA,NA,NA,"Alto Alachua"
"612","Alachua","Alto","05/13/2001",5,13,2001,3,19,670,9,4,NA,NA,NA,NA,"Alto Alachua"
"613","Alachua","Alto","06/05/2001",6,5,2001,1,23,790,25,3.8,NA,NA,NA,NA,"Alto Alachua"
"614","Alachua","Alto","06/05/2001",6,5,2001,2,23,800,22,3.8,NA,NA,NA,NA,"Alto Alachua"
"615","Alachua","Alto","06/05/2001",6,5,2001,3,25,800,23,3.5,NA,NA,NA,NA,"Alto Alachua"
"616","Alachua","Alto","07/01/2001",7,1,2001,1,18,670,12,4.3,NA,32,NA,NA,"Alto Alachua"
"617","Alachua","Alto","07/01/2001",7,1,2001,2,19,600,14,4,NA,NA,NA,NA,"Alto Alachua"
"618","Alachua","Alto","07/01/2001",7,1,2001,3,24,680,15,4,NA,NA,NA,NA,"Alto Alachua"
"619","Alachua","Alto","08/05/2001",8,5,2001,1,20,630,18,5.8,NA,NA,NA,NA,"Alto Alachua"
"620","Alachua","Alto","08/05/2001",8,5,2001,2,20,640,19,5.5,NA,NA,NA,NA,"Alto Alachua"
"621","Alachua","Alto","08/05/2001",8,5,2001,3,21,630,21,4.5,NA,NA,NA,NA,"Alto Alachua"
"622","Alachua","Alto","09/02/2001",9,2,2001,1,18,620,13,5.3,NA,NA,NA,NA,"Alto Alachua"
"623","Alachua","Alto","09/02/2001",9,2,2001,2,18,560,13,5.3,NA,NA,NA,NA,"Alto Alachua"
"624","Alachua","Alto","09/02/2001",9,2,2001,3,23,650,18,5,NA,NA,NA,NA,"Alto Alachua"
"625","Alachua","Alto","10/11/2001",10,11,2001,1,16,NA,9,5.3,NA,62,NA,NA,"Alto Alachua"
"626","Alachua","Alto","10/11/2001",10,11,2001,2,17,560,12,5,NA,NA,NA,NA,"Alto Alachua"
"627","Alachua","Alto","10/11/2001",10,11,2001,3,16,620,11,5.3,NA,NA,NA,NA,"Alto Alachua"
"628","Alachua","Alto","11/08/2001",11,8,2001,1,15,670,8,6.3,NA,NA,NA,NA,"Alto Alachua"
"629","Alachua","Alto","11/08/2001",11,8,2001,2,15,660,9,6,NA,NA,NA,NA,"Alto Alachua"
"630","Alachua","Alto","11/08/2001",11,8,2001,3,16,660,9,6.5,NA,NA,NA,NA,"Alto Alachua"
"631","Alachua","Alto","12/02/2001",12,2,2001,1,15,480,12,6.5,NA,NA,NA,NA,"Alto Alachua"
"632","Alachua","Alto","12/02/2001",12,2,2001,2,15,680,13,6.3,NA,NA,NA,NA,"Alto Alachua"
"633","Alachua","Alto","12/02/2001",12,2,2001,3,15,620,11,6.3,NA,NA,NA,NA,"Alto Alachua"
"634","Alachua","Alto","01/12/2002",1,12,2002,1,16,630,9,5.5,NA,50,NA,NA,"Alto Alachua"
"635","Alachua","Alto","01/12/2002",1,12,2002,2,17,600,15,5.5,NA,NA,NA,NA,"Alto Alachua"
"636","Alachua","Alto","01/12/2002",1,12,2002,3,18,630,17,5.5,NA,NA,NA,NA,"Alto Alachua"
"637","Alachua","Alto","07/02/2002",7,2,2002,1,16,620,11,3,NA,33,NA,NA,"Alto Alachua"
"638","Alachua","Alto","07/02/2002",7,2,2002,2,17,640,11,3,NA,NA,NA,NA,"Alto Alachua"
"639","Alachua","Alto","07/02/2002",7,2,2002,3,15,640,9,3.3,NA,NA,NA,NA,"Alto Alachua"
"640","Alachua","Alto","02/05/2003",2,5,2003,1,21,800,8,4,NA,46,NA,NA,"Alto Alachua"
"641","Alachua","Alto","02/05/2003",2,5,2003,2,22,730,8,4,NA,NA,NA,NA,"Alto Alachua"
"642","Alachua","Alto","02/05/2003",2,5,2003,3,22,750,8,4,NA,NA,NA,NA,"Alto Alachua"
"643","Alachua","Alto","03/10/2003",3,10,2003,1,14,620,7,3.8,NA,NA,NA,NA,"Alto Alachua"
"644","Alachua","Alto","03/10/2003",3,10,2003,2,15,570,9,3.8,NA,NA,NA,NA,"Alto Alachua"
"645","Alachua","Alto","03/10/2003",3,10,2003,3,20,660,19,3.5,NA,NA,NA,NA,"Alto Alachua"
"646","Alachua","Alto","04/09/2003",4,9,2003,1,17,530,8,3.2,NA,76,NA,NA,"Alto Alachua"
"647","Alachua","Alto","04/09/2003",4,9,2003,2,18,570,8,3.2,NA,NA,NA,NA,"Alto Alachua"
"648","Alachua","Alto","04/09/2003",4,9,2003,3,20,700,9,3.2,NA,NA,NA,NA,"Alto Alachua"
"649","Alachua","Alto","05/06/2003",5,6,2003,1,16,650,9,3.9,NA,NA,NA,NA,"Alto Alachua"
"650","Alachua","Alto","05/06/2003",5,6,2003,2,16,640,8,4,NA,NA,NA,NA,"Alto Alachua"
"651","Alachua","Alto","05/06/2003",5,6,2003,3,16,500,8,4.1,NA,NA,NA,NA,"Alto Alachua"
"652","Alachua","Alto","06/02/2003",6,2,2003,1,20,590,18,5,NA,NA,NA,NA,"Alto Alachua"
"653","Alachua","Alto","06/02/2003",6,2,2003,2,19,690,18,4.2,NA,NA,NA,NA,"Alto Alachua"
"654","Alachua","Alto","06/02/2003",6,2,2003,3,24,700,28,4,NA,NA,NA,NA,"Alto Alachua"
"655","Alachua","Alto","07/06/2003",7,6,2003,1,19,670,23,3.3,NA,81,NA,NA,"Alto Alachua"
"656","Alachua","Alto","07/06/2003",7,6,2003,2,15,740,13,3.8,NA,NA,NA,NA,"Alto Alachua"
"657","Alachua","Alto","07/06/2003",7,6,2003,3,16,720,11,3.8,NA,NA,NA,NA,"Alto Alachua"
"658","Alachua","Alto","08/06/2003",8,6,2003,1,14,610,10,3.2,NA,NA,NA,NA,"Alto Alachua"
"659","Alachua","Alto","08/06/2003",8,6,2003,2,16,620,14,3.5,NA,NA,NA,NA,"Alto Alachua"
"660","Alachua","Alto","08/06/2003",8,6,2003,3,17,670,17,3.5,NA,NA,NA,NA,"Alto Alachua"
"661","Alachua","Alto","09/05/2003",9,5,2003,1,19,730,25,3.5,NA,NA,NA,NA,"Alto Alachua"
"662","Alachua","Alto","09/05/2003",9,5,2003,2,17,770,18,3.5,NA,NA,NA,NA,"Alto Alachua"
"663","Alachua","Alto","09/05/2003",9,5,2003,3,17,740,15,3.2,NA,NA,NA,NA,"Alto Alachua"
"664","Alachua","Alto","10/16/2003",10,16,2003,1,15,720,9,3.8,NA,122,NA,NA,"Alto Alachua"
"665","Alachua","Alto","10/16/2003",10,16,2003,2,16,680,11,3.2,NA,NA,NA,NA,"Alto Alachua"
"666","Alachua","Alto","10/16/2003",10,16,2003,3,15,690,11,3.3,NA,NA,NA,NA,"Alto Alachua"
"667","Alachua","Alto","11/05/2003",11,5,2003,1,18,640,27,3.2,NA,NA,NA,NA,"Alto Alachua"
"668","Alachua","Alto","11/05/2003",11,5,2003,2,16,780,19,3.5,NA,NA,NA,NA,"Alto Alachua"
"669","Alachua","Alto","11/05/2003",11,5,2003,3,14,790,11,3.5,NA,NA,NA,NA,"Alto Alachua"
"670","Alachua","Alto","12/13/2003",12,13,2003,1,16,750,11,2.2,NA,NA,NA,NA,"Alto Alachua"
"671","Alachua","Alto","12/13/2003",12,13,2003,2,15,740,9,2.5,NA,NA,NA,NA,"Alto Alachua"
"672","Alachua","Alto","12/13/2003",12,13,2003,3,16,740,12,2.5,NA,NA,NA,NA,"Alto Alachua"
"673","Alachua","Alto","01/02/2004",1,2,2004,1,14,610,8,2.8,NA,109,NA,NA,"Alto Alachua"
"674","Alachua","Alto","01/02/2004",1,2,2004,2,16,700,9,3.5,NA,NA,NA,NA,"Alto Alachua"
"675","Alachua","Alto","01/02/2004",1,2,2004,3,15,630,8,3.5,NA,NA,NA,NA,"Alto Alachua"
"676","Alachua","Alto","02/06/2004",2,6,2004,1,15,650,9,3,NA,NA,NA,NA,"Alto Alachua"
"677","Alachua","Alto","02/06/2004",2,6,2004,2,14,730,10,3.2,NA,NA,NA,NA,"Alto Alachua"
"678","Alachua","Alto","02/06/2004",2,6,2004,3,14,700,9,3.3,NA,NA,NA,NA,"Alto Alachua"
"679","Alachua","Alto","03/06/2004",3,6,2004,1,16,760,7,3.5,NA,NA,NA,NA,"Alto Alachua"
"680","Alachua","Alto","03/06/2004",3,6,2004,2,15,760,7,3.3,NA,NA,NA,NA,"Alto Alachua"
"681","Alachua","Alto","03/06/2004",3,6,2004,3,14,770,5,3.3,NA,NA,NA,NA,"Alto Alachua"
"682","Alachua","Alto","04/12/2004",4,12,2004,1,22,820,13,2.5,NA,94,NA,NA,"Alto Alachua"
"683","Alachua","Alto","04/12/2004",4,12,2004,2,26,790,11,2.4,NA,NA,NA,NA,"Alto Alachua"
"684","Alachua","Alto","04/12/2004",4,12,2004,3,24,800,10,2.2,NA,NA,NA,NA,"Alto Alachua"
"685","Alachua","Alto","05/05/2004",5,5,2004,1,22,760,8,3.4,NA,NA,NA,NA,"Alto Alachua"
"686","Alachua","Alto","05/05/2004",5,5,2004,2,17,760,8,3.4,NA,NA,NA,NA,"Alto Alachua"
"687","Alachua","Alto","05/05/2004",5,5,2004,3,19,740,11,3.2,NA,NA,NA,NA,"Alto Alachua"
"688","Alachua","Alto","06/03/2004",6,3,2004,1,28,650,20,3.8,NA,NA,NA,NA,"Alto Alachua"
"689","Alachua","Alto","06/03/2004",6,3,2004,2,32,680,36,3.8,NA,NA,NA,NA,"Alto Alachua"
"690","Alachua","Alto","06/03/2004",6,3,2004,3,29,760,32,3.8,NA,NA,NA,NA,"Alto Alachua"
"691","Alachua","Alto","07/08/2004",7,8,2004,1,18,800,24,4.3,NA,77,NA,NA,"Alto Alachua"
"692","Alachua","Alto","07/08/2004",7,8,2004,2,17,900,23,NA,NA,NA,NA,NA,"Alto Alachua"
"693","Alachua","Alto","07/08/2004",7,8,2004,3,24,810,38,4.1,NA,NA,NA,NA,"Alto Alachua"
"694","Alachua","Alto","08/05/2004",8,5,2004,1,19,680,11,5.2,NA,NA,NA,NA,"Alto Alachua"
"695","Alachua","Alto","08/05/2004",8,5,2004,2,24,680,11,5,NA,NA,NA,NA,"Alto Alachua"
"696","Alachua","Alto","08/05/2004",8,5,2004,3,19,740,12,5.2,NA,NA,NA,NA,"Alto Alachua"
"697","Alachua","Alto","10/09/2004",10,9,2004,1,19,770,17,3.3,NA,131,NA,NA,"Alto Alachua"
"698","Alachua","Alto","10/09/2004",10,9,2004,2,20,760,14,3,NA,NA,NA,NA,"Alto Alachua"
"699","Alachua","Alto","10/09/2004",10,9,2004,3,24,820,12,2.8,NA,NA,NA,NA,"Alto Alachua"
"700","Alachua","Alto","11/06/2004",11,6,2004,1,18,800,10,2.8,NA,NA,NA,NA,"Alto Alachua"
"701","Alachua","Alto","11/06/2004",11,6,2004,2,21,810,14,2.5,NA,NA,NA,NA,"Alto Alachua"
"702","Alachua","Alto","11/06/2004",11,6,2004,3,22,880,15,2.5,NA,NA,NA,NA,"Alto Alachua"
"703","Alachua","Alto","12/07/2004",12,7,2004,1,19,870,16,2.8,NA,NA,NA,NA,"Alto Alachua"
"704","Alachua","Alto","12/07/2004",12,7,2004,2,14,950,11,2.8,NA,NA,NA,NA,"Alto Alachua"
"705","Alachua","Alto","12/07/2004",12,7,2004,3,16,870,9,2.8,NA,NA,NA,NA,"Alto Alachua"
"706","Alachua","Alto","01/04/2005",1,4,2005,1,18,770,12,2.5,NA,148,NA,NA,"Alto Alachua"
"707","Alachua","Alto","01/04/2005",1,4,2005,2,19,770,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"708","Alachua","Alto","01/04/2005",1,4,2005,3,17,750,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"709","Alachua","Alto","02/07/2005",2,7,2005,1,17,940,6,2.3,NA,NA,NA,NA,"Alto Alachua"
"710","Alachua","Alto","02/07/2005",2,7,2005,2,15,850,7,2.3,NA,NA,NA,NA,"Alto Alachua"
"711","Alachua","Alto","02/07/2005",2,7,2005,3,15,890,7,2.3,NA,NA,NA,NA,"Alto Alachua"
"712","Alachua","Alto","03/07/2005",3,7,2005,1,17,980,6,3,NA,NA,NA,NA,"Alto Alachua"
"713","Alachua","Alto","03/07/2005",3,7,2005,2,14,880,5,3,NA,NA,NA,NA,"Alto Alachua"
"714","Alachua","Alto","03/07/2005",3,7,2005,3,15,870,4,3,NA,NA,NA,NA,"Alto Alachua"
"715","Alachua","Alto","04/01/2005",4,1,2005,1,19,990,10,2.5,NA,143,NA,NA,"Alto Alachua"
"716","Alachua","Alto","04/01/2005",4,1,2005,2,20,910,10,2.5,NA,NA,NA,NA,"Alto Alachua"
"717","Alachua","Alto","04/01/2005",4,1,2005,3,22,1010,9,2.5,NA,NA,NA,NA,"Alto Alachua"
"718","Alachua","Alto","05/09/2005",5,9,2005,1,24,1020,12,2,NA,NA,NA,NA,"Alto Alachua"
"719","Alachua","Alto","05/09/2005",5,9,2005,2,25,1030,14,1.8,NA,NA,NA,NA,"Alto Alachua"
"720","Alachua","Alto","05/09/2005",5,9,2005,3,22,1020,16,1.8,NA,NA,NA,NA,"Alto Alachua"
"721","Alachua","Alto","06/06/2005",6,6,2005,1,21,900,18,2.3,NA,NA,NA,NA,"Alto Alachua"
"722","Alachua","Alto","06/06/2005",6,6,2005,2,17,830,13,2.3,NA,NA,NA,NA,"Alto Alachua"
"723","Alachua","Alto","06/06/2005",6,6,2005,3,21,880,15,2.3,NA,NA,NA,NA,"Alto Alachua"
"724","Alachua","Alto","07/07/2005",7,7,2005,1,22,900,14,2.5,NA,147,NA,NA,"Alto Alachua"
"725","Alachua","Alto","07/07/2005",7,7,2005,2,19,870,13,2.5,NA,NA,NA,NA,"Alto Alachua"
"726","Alachua","Alto","07/07/2005",7,7,2005,3,20,860,14,2.5,NA,NA,NA,NA,"Alto Alachua"
"727","Alachua","Alto","08/10/2005",8,10,2005,1,NA,NA,22,2.5,NA,NA,NA,NA,"Alto Alachua"
"728","Alachua","Alto","08/10/2005",8,10,2005,2,21,810,16,2.5,NA,NA,NA,NA,"Alto Alachua"
"729","Alachua","Alto","08/10/2005",8,10,2005,3,21,800,12,2.8,NA,NA,NA,NA,"Alto Alachua"
"730","Alachua","Alto","09/10/2005",9,10,2005,1,19,820,21,2,NA,NA,NA,NA,"Alto Alachua"
"731","Alachua","Alto","09/10/2005",9,10,2005,2,21,820,22,2,NA,NA,NA,NA,"Alto Alachua"
"732","Alachua","Alto","09/10/2005",9,10,2005,3,21,740,22,2,NA,NA,NA,NA,"Alto Alachua"
"733","Alachua","Alto","10/08/2005",10,8,2005,1,19,860,23,3,NA,NA,NA,NA,"Alto Alachua"
"734","Alachua","Alto","10/08/2005",10,8,2005,2,18,870,17,3,NA,NA,NA,NA,"Alto Alachua"
"735","Alachua","Alto","10/08/2005",10,8,2005,3,19,830,15,3,NA,NA,NA,NA,"Alto Alachua"
"736","Alachua","Alto","11/07/2005",11,7,2005,1,16,800,15,3,NA,NA,NA,NA,"Alto Alachua"
"737","Alachua","Alto","11/07/2005",11,7,2005,2,15,810,12,3,NA,NA,NA,NA,"Alto Alachua"
"738","Alachua","Alto","11/07/2005",11,7,2005,3,17,780,12,2.8,NA,NA,NA,NA,"Alto Alachua"
"739","Alachua","Alto","12/07/2005",12,7,2005,1,17,770,10,2.5,NA,NA,NA,NA,"Alto Alachua"
"740","Alachua","Alto","12/07/2005",12,7,2005,2,18,660,8,2.5,NA,NA,NA,NA,"Alto Alachua"
"741","Alachua","Alto","12/07/2005",12,7,2005,3,14,750,8,2.8,NA,NA,NA,NA,"Alto Alachua"
"742","Alachua","Alto","01/04/2006",1,4,2006,1,11,790,6,4,NA,128,NA,NA,"Alto Alachua"
"743","Alachua","Alto","01/04/2006",1,4,2006,2,11,780,6,3.5,NA,NA,NA,NA,"Alto Alachua"
"744","Alachua","Alto","01/04/2006",1,4,2006,3,11,750,11,3.5,NA,NA,NA,NA,"Alto Alachua"
"745","Alachua","Alto","02/10/2006",2,10,2006,1,16,680,6,3,NA,NA,NA,NA,"Alto Alachua"
"746","Alachua","Alto","02/10/2006",2,10,2006,2,16,850,6,2.5,NA,NA,NA,NA,"Alto Alachua"
"747","Alachua","Alto","02/10/2006",2,10,2006,3,15,770,6,3,NA,NA,NA,NA,"Alto Alachua"
"748","Alachua","Alto","03/06/2006",3,6,2006,1,15,580,7,3,NA,NA,NA,NA,"Alto Alachua"
