"","Study","County","Lake","Waterbody Name","Station","STATIONID","STATION_ID","Monitoring Location Name (35 or less)","Water Management District","GNIS_ID","water type","WIN Secondary Type","GPS Source","Lat deg","Lat min","Lat sec","Long deg","Long min","Long sec","Formula Latitude","Formula Longitude","Latitude","Longitude","Region Number","Region Name","Geologic formation","Geologic formation description","Physiographic region","Physiographic region descriptio","SA (acres)","SA (hectare)","SA Citation","TP Zone","TP 75th","TP 80th","TP 85th","TP 90th","TN Zone","TN 75th","TN 80th","TN 85th","TN 90th","Nutrient Watershed Region","Esturary","Esturary Segment","Narrative Nutrient Criteria Waters","Coastal Nutrient Region","Coastal Nutrient Segment","Site Specific Interpretations of the NNC","Lake_County"
"1537","LW","Hillsborough","Norbert",NA,"2","Hil-Norbert-2","HIL-NORBERT-2","Hillsborough-Norbert-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","9","15.43","82","28","38.61","28.154286111111112","-82.477391666666662",28.1542861111111,-82.4773916666667,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",".","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Norbert Hillsborough"
"1538","LW","Hillsborough","Norbert",NA,"3","Hil-Norbert-3","HIL-NORBERT-3","Hillsborough-Norbert-3","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","9","10.46","82","28","36.700000000000003","28.152905555555556","-82.476861111111106",28.1529055555556,-82.4768611111111,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",".","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Norbert Hillsborough"
"1539","LW","Hillsborough","Noreast",NA,"1","Hil-Noreast-1","HIL-NOREAST-1","Hillsborough-Noreast-1","Southwest Florida",287762,"Lake","Lake","Street Atlas","28","3","47.82","82","28","9.7200000000000006","28.063283333333334","-82.469366666666673",28.0632833333333,-82.4693666666667,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","9","3.8","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Noreast Hillsborough"
"1540","LW","Hillsborough","Noreast",NA,"2","Hil-Noreast-2","HIL-NOREAST-2","Hillsborough-Noreast-2","Southwest Florida",287762,"Lake","Lake","Street Atlas","28","3","47","82","28","8","28.063055555555554","-82.468888888888884",28.0630555555556,-82.4688888888889,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","9","3.8","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Noreast Hillsborough"
"1541","LW","Hillsborough","Noreast",NA,"3","Hil-Noreast-3","HIL-NOREAST-3","Hillsborough-Noreast-3","Southwest Florida",287762,"Lake","Lake","Street Atlas","28","3","43.32","82","28","6.96","28.062033333333332","-82.468599999999995",28.0620333333333,-82.4686,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","9","3.8","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Noreast Hillsborough"
"1542","LW","Hillsborough","North Pond",NA,"1","Hil-NorthPd-1","HIL-NORTHPD-1","Hillsborough-North Pond-1","Southwest Florida",NA,"Lake","Lake","Google Earth","28","5","28.69","82","25","12.62","28.091302777777777","-82.42017222222222",28.0913027777778,-82.4201722222222,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"North Pond Hillsborough"
"1543","LW","Hillsborough","North Pond",NA,"2","Hil-NorthPd-2","HIL-NORTHPD-2","Hillsborough-North Pond-2","Southwest Florida",NA,"Lake","Lake","Google Earth","28","5","28.26","82","25","10.31","28.091183333333333","-82.419530555555554",28.0911833333333,-82.4195305555556,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"North Pond Hillsborough"
"1544","LW","Hillsborough","North Pond",NA,"3","Hil-NorthPd-3","HIL-NORTHPD-3","Hillsborough-North Pond-3","Southwest Florida",NA,"Lake","Lake","Google Earth","28","5","28.11","82","25","7.75","28.091141666666665","-82.418819444444438",28.0911416666667,-82.4188194444444,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"North Pond Hillsborough"
"1545","LW","Hillsborough","Osceola",NA,"1","Hil-Osceola-1","HIL-OSCEOLA-1","Hillsborough-Osceola-1","Southwest Florida",288266,"Lake","Lake","Garmin GPS","28","10","21.3","82","35","3.6","28.172583333333332","-82.584333333333333",28.1725833333333,-82.5843333333333,"75-23","Keystone Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","64","26","(Shafer et al. 1986)","TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Osceola Hillsborough"
"1546","LW","Hillsborough","Osceola",NA,"2","Hil-Osceola-2","HIL-OSCEOLA-2","Hillsborough-Osceola-2","Southwest Florida",288266,"Lake","Lake","Garmin GPS","28","10","16.2","82","35","14.3","28.171166666666668","-82.58730555555556",28.1711666666667,-82.5873055555556,"75-23","Keystone Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","64","26","(Shafer et al. 1986)","TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Osceola Hillsborough"
"1547","LW","Hillsborough","Osceola",NA,"3","Hil-Osceola-3","HIL-OSCEOLA-3","Hillsborough-Osceola-3","Southwest Florida",288266,"Lake","Lake","Garmin GPS","28","10","15.1","82","35","20.7","28.170861111111112","-82.589083333333335",28.1708611111111,-82.5890833333333,"75-23","Keystone Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","64","26","(Shafer et al. 1986)","TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Osceola Hillsborough"
"1548","LW","Hillsborough","Pine",NA,"1","Hil-Pine-1","HIL-PINE-1","Hillsborough-Pine-1","Southwest Florida",288888,"Lake","Lake","Garmin GPS","28","3","36.82","82","28","18.13","28.060227777777779","-82.471702777777779",28.0602277777778,-82.4717027777778,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Pine Hillsborough"
"1549","LW","Hillsborough","Pine",NA,"2","Hil-Pine-2","HIL-PINE-2","Hillsborough-Pine-2","Southwest Florida",288888,"Lake","Lake","Garmin GPS","28","3","36.840000000000003","82","28","22.22","28.060233333333333","-82.472838888888887",28.0602333333333,-82.4728388888889,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Pine Hillsborough"
"1550","LW","Hillsborough","Pine",NA,"3","Hil-Pine-3","HIL-PINE-3","Hillsborough-Pine-3","Southwest Florida",288888,"Lake","Lake","Garmin GPS","28","3","37.840000000000003","82","28","24.75","28.060511111111111","-82.473541666666662",28.0605111111111,-82.4735416666667,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Pine Hillsborough"
"1551","LW","Hillsborough","Pine Pond",NA,"1","Hil-PinePd-1","HIL-PINEPD-1","Hillsborough-Pine Pond-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","3","38.6","82","28","10.5","28.060722222222221","-82.469583333333333",28.0607222222222,-82.4695833333333,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Pine Pond Hillsborough"
"1552","LW","Hillsborough","Pine Pond",NA,"2","Hil-PinePd-2","HIL-PINEPD-2","Hillsborough-Pine Pond-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","3","37.4","82","28","9.1999999999999993","28.060388888888887","-82.469222222222228",28.0603888888889,-82.4692222222222,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Pine Pond Hillsborough"
"1553","LW","Hillsborough","Pine Pond",NA,"3","Hil-PinePd-3","HIL-PINEPD-3","Hillsborough-Pine Pond-3","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","3","36.5","82","28","8.6","28.06013888888889","-82.469055555555556",28.0601388888889,-82.4690555555556,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Pine Pond Hillsborough"
"1554","LW","Hillsborough","Place",NA,"1","Hil-Place-1","HIL-PLACE-1","Hillsborough-Place-1","Southwest Florida",NA,"Lake","Lake","Street Atlas","28","1","48.7","82","33","16.399999999999999","28.030194444444444","-82.554555555555552",28.0301944444444,-82.5545555555556,"75-22","Tampa Plain","qftg","The geology is dominated clastic and shell deposits of the Fort Thompson Group Formation","OU 5r3","The lake lies in the lake Tarpon Basin subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Place Hillsborough"
"1555","LW","Hillsborough","Place",NA,"2","Hil-Place-2","HIL-PLACE-2","Hillsborough-Place-2","Southwest Florida",NA,"Lake","Lake","Street Atlas","28","1","48.87","82","33","21.89","28.030241666666665","-82.556080555555553",28.0302416666667,-82.5560805555556,"75-22","Tampa Plain","qftg","The geology is dominated clastic and shell deposits of the Fort Thompson Group Formation","OU 5r3","The lake lies in the lake Tarpon Basin subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Place Hillsborough"
"1556","LW","Hillsborough","Place",NA,"3","Hil-Place-3","HIL-PLACE-3","Hillsborough-Place-3","Southwest Florida",NA,"Lake","Lake","Street Atlas","28","1","48.98","82","33","26.12","28.030272222222223","-82.557255555555557",28.0302722222222,-82.5572555555556,"75-22","Tampa Plain","qftg","The geology is dominated clastic and shell deposits of the Fort Thompson Group Formation","OU 5r3","The lake lies in the lake Tarpon Basin subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Place Hillsborough"
"1557","LW","Hillsborough","Place",NA,"4","Hil-Place-4","HIL-PLACE-4","Hillsborough-Place-4","Southwest Florida",NA,"Lake","Lake","Street Atlas","28","1","57.41","82","33","26.85","28.032613888888889","-82.557458333333329",28.0326138888889,-82.5574583333333,"75-22","Tampa Plain","qftg","The geology is dominated clastic and shell deposits of the Fort Thompson Group Formation","OU 5r3","The lake lies in the lake Tarpon Basin subdivision of the Tampa Plain division of the Ocala Uplift District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Place Hillsborough"
"1558","LW","Hillsborough","Platt",NA,"1","Hil-Platt-1","HIL-PLATT-1","Hillsborough-Platt-1","Southwest Florida",289039,"Lake","Lake","Google Earth","28","5","45.6","82","28","46.74","28.096","-82.479650000000007",28.096,-82.47965,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","63","26","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Platt Hillsborough"
"1559","LW","Hillsborough","Platt",NA,"2","Hil-Platt-2","HIL-PLATT-2","Hillsborough-Platt-2","Southwest Florida",289039,"Lake","Lake","Google Earth","28","5","40.4","82","28","44.2","28.094555555555555","-82.478944444444451",28.0945555555556,-82.4789444444445,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","63","26","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Platt Hillsborough"
"1560","LW","Hillsborough","Platt",NA,"3","Hil-Platt-3","HIL-PLATT-3","Hillsborough-Platt-3","Southwest Florida",289039,"Lake","Lake","Google Earth","28","5","39.4","82","28","39.39","28.094277777777776","-82.477608333333336",28.0942777777778,-82.4776083333333,"75-24","Land-o-Lakes","Mt","The geology is dominated by argillaceous to sandy impure limestone of the Tampa Formation","OU 5r1","The lake lies in the Land-o-Lakes subdivision of the Tampa Plain division of the Ocala Uplift District","63","26","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Platt Hillsborough"
"1561","LW","Hillsborough","Pond 01-14",NA,"1","Hil-Pond 01-1-1","HIL-POND 01-1-1","Hillsborough-Pond 01-14-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","3","8.82","82","35","42.06","28.05245","-82.595016666666666",28.05245,-82.5950166666667,".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 01-14 Hillsborough"
"1562","LW","Hillsborough","Pond 01-14",NA,"2","Hil-Pond 01-1-2","HIL-POND 01-1-2","Hillsborough-Pond 01-14-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","3","9.1199999999999992","82","35","47.16","28.052533333333333","-82.596433333333337",28.0525333333333,-82.5964333333333,".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 01-14 Hillsborough"
"1563","LW","Hillsborough","Pond 02-07",NA,"1","Hil-Pond 02-0-1","HIL-POND 02-0-1","Hillsborough-Pond 02-07-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","53","5.34","82","16","10.08","27.884816666666666","-82.269466666666673",27.8848166666667,-82.2694666666667,".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 02-07 Hillsborough"
"1564","LW","Hillsborough","Pond 02-07",NA,"2","Hil-Pond 02-0-2","HIL-POND 02-0-2","Hillsborough-Pond 02-07-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","53","8.82","82","16","10.08","27.885783333333332","-82.269466666666673",27.8857833333333,-82.2694666666667,".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 02-07 Hillsborough"
"1565","LW","Hillsborough","Pond 03-16",NA,"1","Hil-Pond03-16-1","HIL-POND03-16-1","Hillsborough-Pond 03-16-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","3","51.7","82","29","33.590000000000003","28.064361111111111","-82.492663888888885",28.0643611111111,-82.4926638888889,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 03-16 Hillsborough"
"1566","LW","Hillsborough","Pond 03-16",NA,"2","Hil-Pond03-16-2","HIL-POND03-16-2","Hillsborough-Pond 03-16-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","3","51.7","82","29","33.590000000000003","28.064361111111111","-82.492663888888885",28.0643611111111,-82.4926638888889,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 03-16 Hillsborough"
"1567","LW","Hillsborough","Pond 03-19",NA,"1","Hil-Pond03-19-1","HIL-POND03-19-1","Hillsborough-Pond 03-19-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","5","22.5","82","33","3.6","28.089583333333334","-82.551000000000002",28.0895833333333,-82.551,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 03-19 Hillsborough"
"1568","LW","Hillsborough","Pond 03-19",NA,"2","Hil-Pond03-19-2","HIL-POND03-19-2","Hillsborough-Pond 03-19-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","5","22.5","82","33","3.6","28.089583333333334","-82.551000000000002",28.0895833333333,-82.551,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 03-19 Hillsborough"
"1569","LW","Hillsborough","Pond 04-05",NA,"1","Hil-Pond04-05-1","HIL-POND04-05-1","Hillsborough-Pond 04-05-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","7","20.76","82","27","32.590000000000003","28.122433333333333","-82.459052777777771",28.1224333333333,-82.4590527777778,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 04-05 Hillsborough"
"1570","LW","Hillsborough","Pond 04-05",NA,"2","Hil-Pond04-05-2","HIL-POND04-05-2","Hillsborough-Pond 04-05-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","7","20.76","82","27","32.590000000000003","28.122433333333333","-82.459052777777771",28.1224333333333,-82.4590527777778,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 04-05 Hillsborough"
"1571","LW","Hillsborough","Pond 05-04 Inlet",NA,"1","Hil-Pd05-04I-1","HIL-PD05-04I-1","Hillsborough-Pond 05-04 Inlet-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","52","39.1","82","16","44.9","27.877527777777779","-82.279138888888895",27.8775277777778,-82.2791388888889,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 05-04 Inlet Hillsborough"
"1572","LW","Hillsborough","Pond 05-04 Inlet",NA,"2","Hil-Pd05-04I-2","HIL-PD05-04I-2","Hillsborough-Pond 05-04 Inlet-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","52","39.1","82","16","44.9","27.877527777777779","-82.279138888888895",27.8775277777778,-82.2791388888889,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 05-04 Inlet Hillsborough"
"1573","LW","Hillsborough","Pond 05-04 Outlet",NA,"1","Hil-Pd05-04O-1","HIL-PD05-04O-1","Hillsborough-Pond 05-04 Outlet-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","52","39.1","82","16","44.9","27.877527777777779","-82.279138888888895",27.8775277777778,-82.2791388888889,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 05-04 Outlet Hillsborough"
"1574","LW","Hillsborough","Pond 05-04 Outlet",NA,"2","Hil-Pd05-04O-2","HIL-PD05-04O-2","Hillsborough-Pond 05-04 Outlet-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","52","39.1","82","16","44.9","27.877527777777779","-82.279138888888895",27.8775277777778,-82.2791388888889,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 05-04 Outlet Hillsborough"
"1575","LW","Hillsborough","Pond 05-07",NA,"1","Hil-Pd05-07-1","HIL-PD05-07-1","Hillsborough-Pond 05-07-1","Southwest Florida",NA,"Lake","Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 05-07 Hillsborough"
"1576","LW","Hillsborough","Pond 05-07",NA,"2","Hil-Pd05-07-2","HIL-PD05-07-2","Hillsborough-Pond 05-07-2","Southwest Florida",NA,"Lake","Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 05-07 Hillsborough"
"1577","LW","Hillsborough","Pond 05-07",NA,"3","Hil-Pd05-07-3","HIL-PD05-07-3","Hillsborough-Pond 05-07-3","Southwest Florida",NA,"Lake","Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 05-07 Hillsborough"
"1578","LW","Hillsborough","Pond 06-01",NA,"1","Hil-Pd06-01-1","HIL-PD06-01-1","Hillsborough-Pond 06-01-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","51","1.2","82","13","51.6","27.850333333333332","-82.230999999999995",27.8503333333333,-82.231,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-01 Hillsborough"
"1579","LW","Hillsborough","Pond 06-01",NA,"2","Hil-Pd06-01-2","HIL-PD06-01-2","Hillsborough-Pond 06-01-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","51","1.2","82","13","51.6","27.850333333333332","-82.230999999999995",27.8503333333333,-82.231,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-01 Hillsborough"
"1580","LW","Hillsborough","Pond 06-01",NA,"3","Hil-Pd06-01-3","HIL-PD06-01-3","Hillsborough-Pond 06-01-3","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","51","1.2","82","13","51.6","27.850333333333332","-82.230999999999995",27.8503333333333,-82.231,".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-01 Hillsborough"
"1581","LW","Hillsborough","Pond 06-13",NA,"1","Hil-Pd06-13-1","HIL-PD06-13-1","Hillsborough-Pond 06-13-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","44","2.2799999999999998","82","20","49.11","27.733966666666667","-82.346975",27.7339666666667,-82.346975,".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-13 Hillsborough"
"1582","LW","Hillsborough","Pond 06-13",NA,"2","Hil-Pd06-13-2","HIL-PD06-13-2","Hillsborough-Pond 06-13-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","44","2.44","82","20","49.98","27.734011111111112","-82.347216666666668",27.7340111111111,-82.3472166666667,".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-13 Hillsborough"
"1583","LW","Hillsborough","Pond 06-13",NA,"3","Hil-Pd06-13-3","HIL-PD06-13-3","Hillsborough-Pond 06-13-3","Southwest Florida",NA,"Lake","Lake","Garmin GPS","27","44","1.58","82","20","50.06","27.733772222222221","-82.347238888888896",27.7337722222222,-82.3472388888889,".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-13 Hillsborough"
"1584","LW","Hillsborough","Pond 06-28",NA,"1","Hil-Pd06-28-1","HIL-PD06-28-1","Hillsborough-Pond 06-28-1","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","6","42.12","82","29","33.36","28.111699999999999","-82.492599999999996",28.1117,-82.4926,".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-28 Hillsborough"
"1585","LW","Hillsborough","Pond 06-28",NA,"2","Hil-Pd06-28-2","HIL-PD06-28-2","Hillsborough-Pond 06-28-2","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","6","42.12","82","29","33.36","28.111699999999999","-82.492599999999996",28.1117,-82.4926,".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-28 Hillsborough"
"1586","LW","Hillsborough","Pond 06-28",NA,"3","Hil-Pd06-28-3","HIL-PD06-28-3","Hillsborough-Pond 06-28-3","Southwest Florida",NA,"Lake","Lake","Garmin GPS","28","6","45","82","29","29.04","28.112500000000001","-82.491399999999999",28.1125,-82.4914,".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pond 06-28 Hillsborough"
